Location,Env,Distance_m,PL_NYU_dB,PL_USC_dB,Delta_PL_dB,DS_NYU_ns,DS_USC_ns,Delta_DS_ns,ASA_NYU_10dB,ASA_NYU_15dB,ASA_NYU_20dB,ASA_USC,ASD_NYU_10dB,ASD_NYU_15dB,ASD_NYU_20dB,ASD_USC
R13,LOS,65.7,101.920486051576,109.569923663996,-7.64943761242019,33.1157392834405,78.6090033234382,-45.4932640399977,12.626589799214,10.876018872062,11.2388666085447,12.1259775662137,12.8006138632254,11.9572656718492,11.3791019106281,10.9801917939894
R01,NLOS,46,118.486320511413,122.549198051725,-4.06287754031155,172.709713394596,234.022552372166,-61.3128389775703,11.0638386126915,15.2985372003463,20.7579167565827,19.7479110455835,47.4376328132505,45.8872834858346,45.4097352662939,45.1932729156645
R02,NLOS,73,122.542530792704,128.249724268423,-5.7071934757189,245.438250082198,304.616836832297,-59.1785867500983,24.9202923798268,24.4924944129862,24.9660038091227,26.7699801483608,31.8385632196177,32.3698452313048,31.6347311976599,31.2506576281482
R03,NLOS,83,124.059217371737,128.964474742029,-4.90525737029215,268.561162043351,308.361122308673,-39.7999602653223,29.2394257640611,27.9192884807723,30.7856511650802,29.9533111067496,28.7798219608124,28.4768442235957,27.3930964855902,26.9079382214643
R04,NLOS,40.66,116.093524708129,122.798924574108,-6.70539986597888,157.160565240477,263.956373674659,-106.795808434182,45.0517901891335,50.0586163833751,50.2651803963485,50.0104851716571,11.2219152288986,17.707997115408,16.2119816474186,15.5915768383577
R05,NLOS,53.35,117.173342807296,121.631779308512,-4.45843650121584,173.572405600492,243.323209291301,-69.750803690809,79.6654070816345,80.2281442202525,81.1228580044442,81.1445733837578,24.0893201553567,23.7558399992165,22.9906918988031,22.3988533957783
R06,NLOS,62.56,121.512556174004,126.492506038673,-4.97994986466897,241.248353311912,302.900463515808,-61.6521102038963,53.3476224554298,54.7183533583418,54.720288676055,54.5029382720273,19.7763403720621,22.6480119592972,21.5697774036907,21.0202293780245
R07,NLOS,35,104.821572245488,109.43598049918,-4.61440825369222,45.5663611473419,76.3352863053831,-30.7689251580412,8.88545232584439,13.4874749434014,19.9768766966457,19.7204688523875,11.0312299969866,11.2594622617162,11.5796322710877,10.6765506779859
R08,NLOS,45.47,101.22613766064,106.162761572007,-4.93662391136752,30.3498085032164,53.1839920085569,-22.8341835053406,11.0736846871073,10.4706506139534,10.1361786151083,11.1759206694491,10.7498672309071,11.3221404874369,9.80117702763319,9.67583216741156
R09,NLOS,58.5,115.192020894716,121.688652571368,-6.49663167665261,142.341498556137,250.18686223901,-107.845363682873,18.074603232452,18.3569436804508,22.3681864358372,21.3362488854423,26.4297789133019,26.3320153920171,26.7486288657309,26.2750824754507
R10,NLOS,65.7,120.188060303067,125.134564756968,-4.9465044539011,223.872451487428,299.232178555323,-75.3597270678957,13.4885021855145,14.0376323724788,22.8756962783961,22.2169869336427,13.153506234251,14.9515450108791,14.6810211635298,14.0140888311397
R11,NLOS,18.3,112.708302691997,118.912683301187,-6.20438060918988,109.817531046564,201.865408401328,-92.0478773547643,20.714412130614,23.7798503145712,26.1291569479386,26.0584920089458,18.8924066696763,17.0699644783258,16.8095193863788,17.0431652383066
R12,NLOS,20.8,105.174040085884,109.37178614832,-4.19774606243654,41.8546781623662,67.0807928727529,-25.2261147103867,10.9540312916591,8.79949597821236,9.85739316505249,11.0379195526058,10.9085919105334,9.94385492365249,9.30671593695606,9.22276014666891
R13,NLOS,30,119.814084679784,124.154593143008,-4.34050846322421,214.590337503688,283.261100435594,-68.6707629319063,15.1739605196309,23.4252200943192,26.9882824889119,28.2996083503629,28.2129875298382,29.5878140531622,28.6412668935857,28.155331536331
