Location,Env,Distance_m,PL_NYU_dB,PL_USC_dB,Delta_PL_dB,DS_NYU_ns,DS_USC_ns,Delta_DS_ns,ASA_NYU_10dB,ASA_NYU_15dB,ASA_NYU_20dB,ASA_USC,ASD_NYU_10dB,ASD_NYU_15dB,ASD_NYU_20dB,ASD_USC
R03,NLOS,83,123.655438456769,128.846645688005,-5.19120723123616,24.5450513913806,36.6866428385996,-12.141591447219,28.6227878795244,28.0605493005623,32.4697348784768,31.4721594409152,28.4691552106769,28.2633285965326,27.6097264670293,27.3645938553863
R04,NLOS,40.66,115.942520222321,122.760507102109,-6.8179868797879,48.2167028840493,65.4815986852882,-17.2648958012389,44.7185048504163,50.6588314486729,51.1246605776486,50.589200322736,11.4715141877599,17.0915166512627,16.2024129595789,15.7390003833484
R05,NLOS,53.35,117.013992305347,121.588169745763,-4.57417744041679,66.1938884328077,69.4899066076957,-3.29601817488802,80.4574507224552,80.9135498791071,81.8909515043727,81.9875692789294,23.4894122292076,23.4808752627815,22.8216855228703,22.380942825334
R06,NLOS,62.56,120.927414766124,126.309071542944,-5.38165677682082,48.0299302354376,62.8867213789627,-14.8567911435251,55.6490616167812,54.9591093805545,55.7681304640887,55.6901873373281,19.4302660422281,22.3223824423605,21.5567294605371,21.0878218073904
R07,NLOS,35,104.794517365551,109.432989916731,-4.63847255118004,6.64401725062478,7.86702004593132,-1.22300279530653,9.19638702927917,12.3225704508653,19.7503482778003,20.3096611187343,10.0213422688732,10.0668891081296,11.0379817000694,10.8079094613995
R08,NLOS,45.47,101.2169040508,106.161579431813,-4.94467538101225,2.82352220832253,3.41253847951172,-0.589016271189189,9.91223876209079,10.0513636525189,9.74511393251724,11.5181736842116,10.2829366873192,10.0041406929944,9.55353449372726,9.7298099995158
R09,NLOS,58.5,115.1433025337,121.669361609747,-6.52605907604746,16.0729264000557,24.3247904539979,-8.25186405394216,17.5963849213664,17.7566642744912,22.4992991702068,21.8966587285327,27.1858437567526,26.3830110812159,26.6886431308,26.2553593152196
R10,NLOS,65.7,120.05180510404,125.098613457022,-5.04680835298218,27.0184256592332,33.1253823895165,-6.10695673028328,11.8723428935847,13.3920919413822,24.1186307078913,23.8494677454981,12.5171793413306,15.3585124260825,14.7163466988782,14.2727605111742
R11,NLOS,18.3,112.673722355702,118.906867778633,-6.23314542293102,11.9304684592498,14.3205676140947,-2.39009915484481,19.7674902250292,23.3301055516336,26.3345452153018,26.6726499495688,18.171826986378,17.1688734347523,16.8020760388158,17.1425246392124
R12,NLOS,20.8,105.163467653431,109.370235911099,-4.20676825766751,3.71013630271113,4.10678666064656,-0.396650357935429,9.5498526398007,8.84510883640787,9.38761922817891,11.4576053821744,9.44936075509224,9.21043910682877,9.08171736675178,9.29412198333349
R13,NLOS,30,119.61260282394,124.116332156249,-4.50372933230955,39.2764375092443,41.8389675058438,-2.56252999659949,16.5348762919709,23.6809013058337,30.1456815762114,30.2527358084171,27.9995049978777,29.9741555334631,29.2159799221036,28.7463362962374
