TX_RX_ID,Environment,TX_Power_dBm,PL_NYU_SUM_dB,PL_USC_perDelayMax_dB,Delta_PL_dB,DS_NYU_SUM_ns,DS_USC_perDelayMax_ns,Delta_DS_ns,ASA_NYU_10dB,ASA_NYU_15dB,ASA_NYU_20dB,ASA_USC,Delta_ASA_10dB,ASD_NYU_10dB,ASD_NYU_15dB,ASD_NYU_20dB,ASD_USC,Delta_ASD_10dB
T1-R1,LOS,-3.5,103.257117245961,103.73115489629,-0.474037650328853,6.27165546764278,6.61028975615726,-0.338634288514483,3.26465840306254,3.09062896578015,10.2097245782112,8.08387851283275,-4.81922010977021,3.26465840306243,2.67943003849175,9.51576858363289,7.38379034852736,-4.11913194546494
T1-R14,NLOS,-1.2,132.621784266531,133.077133265436,-0.455348998905436,11.4057908513301,11.0601236054516,0.345667245878451,53.6282337422526,51.5843582758507,49.3916617513646,48.040034482505,5.58819925974759,3.26465840306254,2.67943003849162,1.95580370242929,8.53773646251594e-07,3.26465754928889
T1-R16,NLOS,-1.2,127.805986131145,128.626845451403,-0.820859320258137,16.6626781208072,18.2649875497034,-1.60230942889622,49.2288354173679,43.4262472587405,40.5320814962548,38.8567094497219,10.3721259676459,3.26465840306243,2.67943003849189,1.95580370242966,8.53773646251594e-07,3.26465754928878
T1-R18,NLOS,-1.2,141.64796059656,142.837286187603,-1.18932559104272,54.6070448183495,53.9974813438846,0.609563474464927,46.568377064088,46.8404120656718,46.9330018196796,46.9480122288438,-0.379635164755797,9.25789636523019,8.9465376895603,8.73065754803659,8.44144335416526,0.816453011064926
T1-R23,LOS,-1.5,110.898794192679,112.688710570134,-1.7899163774547,21.5561173980873,22.6034295112377,-1.04731211315039,51.9693845602004,48.2151105166811,50.7314319364733,48.0753104306606,3.89407412953981,5.40399608470904,6.33907346302402,5.79481787382525,5.13362576929408,0.270370315414964
T1-R27,LOS,-1.87,104.426483375121,106.161352363251,-1.7348689881303,4.79969557563272,5.83103215109505,-1.03133657546233,3.2646584030622,3.60080711255297,3.08345943201026,4.50294471283215,-1.23828630976995,3.26465840306243,2.67943003849148,1.9558037024291,0.474940628842176,2.78971777422025
T1-R31,LOS,-1.87,105.099820521691,106.393086378983,-1.2932658572918,9.57101348559254,9.94225123953827,-0.371237753945737,3.26465840306243,4.14514491629266,3.54734160632948,5.88060315018097,-2.61594474711855,3.26465840306243,2.67943003849148,1.95580370242929,3.49566571544633,-0.231007312383903
T1-R5,LOS,-3.5,102.675063602522,103.315348159289,-0.640284556767256,2.34734216097844,1.98021630689988,0.367125854078558,3.26465840306243,2.67943003849189,1.95580370242929,6.78878755994079,-3.52412915687836,3.26465840306231,2.67943003849189,2.93707238354502,1.70377597769775,1.56088242536457
T1-R9,NLOS,-1.5,127.65775600707,128.365275547114,-0.707519540043322,5.01237437162432,4.78101799002338,0.231356381600941,58.8177510550629,55.201897004105,51.8030603017117,50.0572273416368,8.76052371342609,3.26465840306243,2.67943003849175,1.95580370242929,1.20741826972573e-06,3.26465719564416
T2-R1,LOS,-2,112.144130368396,113.618979294824,-1.4748489264275,22.8285253939939,21.6292316111562,1.19929378283767,3.26465840306254,3.69254025581827,5.20037563184742,7.73046241446804,-4.4658040114055,3.26465840306243,2.89985538919765,5.04641152582852,4.82178704778397,-1.55712864472154
