Location,Env,Distance_m,PL_NYU_dB,PL_USC_dB,Delta_PL_dB,DS_NYU_ns,DS_USC_ns,Delta_DS_ns,ASA_NYU_10dB,ASA_NYU_15dB,ASA_NYU_20dB,ASA_USC,ASD_NYU_10dB,ASD_NYU_15dB,ASD_NYU_20dB,ASD_USC
R01,LOS,64.5,102.895082624216,109.637057192522,-6.74197456830582,51.9449205907702,57.5505261446039,-5.60560555383378,26.9547792260302,24.7965152238224,31.2259954387578,29.9420625710061,9.79048972634162,10.8166475008216,12.2219979004137,12.0202351665646
R02,LOS,82.5,106.088207822173,112.707415082831,-6.61920726065854,31.6901838743717,33.4222299685659,-1.73204609419421,9.70056668325418,10.9623785371823,18.4959493896922,17.2841239986244,10.3577494349737,11.5176258177494,12.0197116906644,12.0558079222236
R03,LOS,32.1,97.732540630394,103.749360836084,-6.01682020568983,14.4640157416237,15.3420239683192,-0.878008226695448,10.2953350271456,9.57681111725734,9.35236187327756,10.253014099776,9.41931791882249,9.46282922430619,9.43124941919748,9.87484967850492
R04,LOS,40.8,100.169399928587,107.088907155447,-6.91950722686045,29.1633813231484,32.1293295012798,-2.96594817813133,9.7925632105185,9.64195499792246,9.52714468332299,13.5774083103685,10.3164652590202,10.109798840596,11.114894831604,11.2727501806445
R05,LOS,49.8,101.606619027847,107.800810799777,-6.19419177192999,19.6579192816913,21.5139071933603,-1.85598791166897,9.75457288784388,9.51487819685701,9.38225843698359,11.6662519849952,9.77283866970086,9.46149469454561,10.9697988450966,10.7320254911983
R06,LOS,72.3,103.892190571306,110.067425946346,-6.17523537504006,67.872522125404,68.5258933213709,-0.653371195966855,15.4182476702533,32.4522422231567,28.7205251487809,28.8222924508676,9.51806145322276,14.7466679674866,14.6668266323129,14.1788947770339
R07,LOS,20.4,92.0945143687773,99.4692802279384,-7.37476585916107,2.76191344441529,4.13027654900382,-1.36836310458853,10.3210264333207,10.3743565054336,10.4486867063874,13.1992185052051,10.2155405667256,10.3759422119574,10.398979116555,10.0976456409735
R08,LOS,33.9,97.9309464048133,104.482571625938,-6.55162522112451,11.2637870807724,13.0610263928905,-1.79723931211811,9.79350413817825,9.9859278186734,9.83518984268652,10.4346279952442,9.8799989821166,9.70071483832578,9.72794506163696,9.25209123268631
R09,LOS,45.9,100.506428138387,107.030343196574,-6.52391505818738,9.26224092123987,11.6834557192004,-2.42121479796054,10.0791637506673,9.6232473162736,9.36379807131203,10.7440089057057,9.62665785651324,9.64462831378269,9.53846009077059,9.21717309492991
R10,LOS,54.3,101.534776677647,107.87154229063,-6.3367656129827,24.3131915043985,25.785354855078,-1.47216335067943,9.80237362207384,17.6225904727406,22.269387866837,22.1097581950243,9.46382893254585,14.6909198038243,13.9236733050518,13.2683516697907
