Location,Env,Distance_m,PL_NYU_dB,PL_USC_dB,Delta_PL_dB,DS_NYU_ns,DS_USC_ns,Delta_DS_ns,ASA_NYU_10dB,ASA_NYU_15dB,ASA_NYU_20dB,ASA_USC,ASD_NYU_10dB,ASD_NYU_15dB,ASD_NYU_20dB,ASD_USC
R12,LOS,57.9,102.999508721035,108.637174658327,-5.63766593729201,7.31603032676745,9.77143177202669,-2.45540144525924,10.4672958352856,10.1595322842338,10.8848701147618,11.9949225071145,9.50973045734913,9.55124856483614,9.5351219240516,9.38293035932343
R13,LOS,65.7,101.916763390658,109.568468062969,-7.65170467231074,4.14457934930516,6.4932483536813,-2.34866900437614,11.933421320669,10.9860634735709,11.0922392580994,12.2143035684382,11.7435756133245,11.4745721347648,11.1035397073507,10.9860739087725
R01,NLOS,46,118.108505042674,122.45246197151,-4.34395692883604,47.3014021133083,49.1655720457671,-1.86416993245884,10.9163175170881,22.5694209500305,23.821555953692,25.3660900899643,45.6827173844498,44.9877506727078,44.5464874364014,44.2988572101124
R02,NLOS,73,121.736929702761,127.970125749687,-6.23319604692564,51.0612353129816,67.8597574621815,-16.7985221491999,23.8736445105466,26.2695805092965,33.4016015322467,35.4227976171869,33.2161657420879,32.5008433260935,31.9902807123193,31.6712819604908
R03,NLOS,83,122.837301125485,128.430654110433,-5.59335298494744,103.044905809807,96.7030240467319,6.34188176307472,29.1644876196942,36.2525753134597,44.6987567595939,43.7072876757885,30.6626204424519,30.7323356728782,30.1277098545931,29.7006383577136
R04,NLOS,40.66,115.819471750187,122.712492295671,-6.89302054548405,55.8111902912736,78.6168886622102,-22.8056983709366,47.8666998548112,50.8662521222579,51.4973604539585,51.0584139661314,11.6130828625535,17.1454445307579,16.3239308064802,15.8704461400414
R05,NLOS,53.35,116.843294287481,121.530808660114,-4.687514372633,75.4726746614959,81.040907566845,-5.56823290534903,79.0748338488166,82.5878502825415,82.6044682104168,83.0084091284504,23.4765866664811,23.4680496535756,22.8502313210412,22.4337243352272
R06,NLOS,62.56,120.056723362545,125.854172323349,-5.7974489608042,110.174568506007,124.659248452722,-14.4846799467156,56.724405518396,58.4750464054414,62.5801324193458,62.3368537189807,21.7517436961831,23.1197863921458,23.2219997533255,22.6079655787051
R07,NLOS,35,104.769861948283,109.42210205533,-4.65224010704696,16.359916343617,24.2277383066646,-7.86782196304763,9.19678836559155,12.3381581994146,19.8968474803672,20.933198658156,10.0272212125146,10.1306117472559,11.1380989204452,10.9751723688874
R08,NLOS,45.47,101.209179779423,106.157472873632,-4.94829309420892,6.95018217078408,12.3564793915286,-5.40629722074455,9.91300738452953,10.0541842894791,9.75558084219325,11.87497176696,10.2840214433458,10.0093511048452,9.55923391340436,9.80687514070996
R09,NLOS,58.5,115.095564342193,121.630191933637,-6.53462759144337,25.3859957575699,42.9328135005984,-17.5468177430285,17.559701782145,17.8381239662233,22.7240588703488,22.6255664884793,27.1983335081572,26.3583182754605,26.6751273356872,26.3461994592099
R10,NLOS,65.7,119.916451779554,125.024916827533,-5.10846504797939,40.3677857560596,56.6421998340611,-16.2744140780015,11.7376858587576,13.5737171654867,25.6601445809153,25.6407158792715,12.5450103454023,15.5552309240417,14.9000777927911,14.6037367867351
R11,NLOS,18.3,112.646217428673,118.895890784754,-6.24967335608066,15.9599455177456,25.6692383549324,-9.70929283718677,19.7903241690192,23.4863715775484,26.6621893494995,27.212454233105,18.1805002352995,17.1816158825641,16.8242682591277,17.2173271472218
R12,NLOS,20.8,105.154310982057,109.366368751921,-4.21205776986449,7.22785814789388,11.7473414450212,-4.51948329712732,9.55091839701485,8.8464515904569,9.3996328661305,11.885850713825,9.45150571862315,9.21543263400498,9.09072003900986,9.38483565064547
R13,NLOS,30,119.428803450202,124.04832896998,-4.61952551977765,51.6739287266434,65.9914358845619,-14.3175071579184,16.8380717782564,24.0181936474045,31.8000989451225,32.7555410024583,30.3210811478982,30.3677358418154,29.6299156231572,29.1810276837274
