Location,Env,Distance_m,PL_NYU_dB,PL_USC_dB,Delta_PL_dB,DS_NYU_ns,DS_USC_ns,Delta_DS_ns,ASA_NYU_10dB,ASA_NYU_15dB,ASA_NYU_20dB,ASA_USC,ASD_NYU_10dB,ASD_NYU_15dB,ASD_NYU_20dB,ASD_USC
R01,LOS,64.5,102.958973788903,109.653750706753,-6.69477691785025,50.6742760777942,57.0506534068343,-6.37637732904004,26.933339347,24.8120378743117,30.152721923965,29.4249187328815,9.67401514349799,9.72239766435322,11.8092201256794,11.4452944917712
R02,LOS,82.5,106.194514295027,112.739233915229,-6.54471962020163,29.086810956059,32.1616910657696,-3.07488010971063,9.69630430973539,10.6911070685955,18.0004224824399,15.9362245794109,10.3437602597349,11.3434743244853,11.6495214881236,11.3555288580873
R03,LOS,32.1,97.7472741308964,103.751951943897,-6.00467781300077,13.2440060355037,14.2751586561141,-1.03115262061033,10.2934164345932,9.56770441179323,9.33910161374442,9.85756802968666,9.41910024609863,9.45327596733986,9.38520349982428,9.73267709966545
R04,LOS,40.8,100.197023914895,107.095243943257,-6.89822002836246,26.8147609608755,30.7103137331443,-3.89555277226887,9.79244090671918,9.63293376779194,9.30384816301651,12.6771351034593,10.3117329573277,10.153050551117,10.978713208447,11.0452840524293
R05,LOS,49.8,101.648545442513,107.811090366207,-6.16254492369345,17.2399324480975,19.4625202028722,-2.22258775477469,9.75414930124178,9.41194129816438,9.30719290816036,10.8140401451697,9.77280811676447,9.39446897262281,10.740912122256,10.3452129179706
R06,LOS,72.3,103.946027518063,110.075793899893,-6.12976638183028,67.2543363250532,67.9915968587963,-0.737260533743068,15.3409147261903,32.1419708141968,28.5818305878435,28.4182933194431,9.51723390640993,14.569099646783,14.195629161233,13.8864145179356
R07,LOS,20.4,92.0961004039891,99.4695327925815,-7.37343238859238,2.28860053228292,3.12470885465565,-0.83610832237273,10.3208289541014,10.3738596269558,10.446643072451,13.1285959885054,10.215257557989,10.3750005525026,10.3970089500896,10.0946154965968
R08,LOS,33.9,97.9331287532911,104.482983053033,-6.54985429974184,10.8922138020009,12.7780745274936,-1.88586072549273,9.7934876258191,9.98454746336419,9.83065299058944,10.386347809432,9.87998681929027,9.69909108751078,9.7222629243445,9.24295660802278
R09,LOS,45.9,100.508983463077,107.030869704384,-6.52188624130764,8.84519368918572,11.3969262293672,-2.55173254018147,10.0785066678638,9.62155687224451,9.36053270719035,10.6552538691664,9.62659680616862,9.55624410386299,9.53231515383215,9.20357973436526
R10,LOS,54.3,101.551649877897,107.874462957994,-6.32281308009723,23.8357923228806,25.4373586570411,-1.60156633416042,9.89488020510257,17.6340592298335,22.1795755287841,21.6679267584407,9.46394052868092,14.5738457510715,13.8911066895756,13.2185954398557
R11,LOS,36.3,101.167953117158,107.525791306465,-6.35783818930659,4.09554429601824,4.76103166889375,-0.665487372875511,9.9013176636421,9.70956398825787,9.73713708333229,10.660978670486,9.7444770083489,9.54459047314036,9.28792978036144,9.35392724761275
R12,LOS,57.9,103.048205643375,108.648367988216,-5.60016234484112,1.76132676634025,1.98487494087402,-0.223548174533767,10.3779463763098,10.0534664831402,10.8226468579826,10.6660995610915,9.50876283254628,9.57274646531844,9.39788255398329,9.10416995200202
R13,LOS,65.7,101.935650619124,109.574100971471,-7.63845035234704,1.51155850462298,1.9732308844123,-0.46167237978932,11.9281675697843,10.9792149911667,11.0789905585791,11.6388116822206,11.7408649127707,11.4683120588821,11.070401890007,10.9391593700559
R01,NLOS,46,119.205787881456,122.75543444728,-3.54964656582329,21.6817721193692,21.4280585575524,0.253713561816756,10.8500154809388,13.1313427034626,12.5339325510062,14.0563647825548,47.9611756062443,47.3320869533142,47.1943963925479,46.9309285373748
R02,NLOS,73,124.372912570262,128.698487146229,-4.3255745759666,19.7090414782125,21.4340981436078,-1.72505666539525,10.5539542470767,22.5373632966114,21.1630902807855,21.2703072249296,31.6346118086486,33.1446590662497,32.6347861399799,32.2309120232515
R03,NLOS,83,125.93865412555,129.644450528752,-3.7057964032029,16.159925808641,17.1456256149773,-0.985699806336317,29.4826396395881,27.9094716214578,27.5392439777777,27.1511805076864,27.5984339226158,25.5217814732382,25.3985552397703,24.5596501032584
R04,NLOS,40.66,117.110636682195,123.090110895626,-5.97947421343156,31.9830448828666,49.4507264761496,-17.467681593283,43.2643222725464,45.195051726923,47.2886669746859,46.8771367995908,10.8779682222032,15.0369670965932,15.3288025965125,14.6935633792376
R05,NLOS,53.35,117.963530719217,121.945096892899,-3.98156617368231,61.16497488397,58.8163544705445,2.34862041342547,74.3621733273198,75.7084304821769,75.9159137282313,76.2192292449941,23.3627198496278,23.883571603267,23.0513463460537,22.5709263497702
R06,NLOS,62.56,124.561220572117,127.701292285981,-3.14007171386416,39.2668011488446,42.4927759402342,-3.2259747913896,50.8078903917454,54.6698251118908,54.09549752999,53.7542601437887,26.8504933159222,22.0982225730813,20.9396010484332,20.2304314025077
R07,NLOS,35,104.984316523241,109.462072040019,-4.47775551677852,3.55387280136896,4.28521666081158,-0.731343859442623,9.19188901002153,10.8229194124339,17.7426440342892,17.4727488073369,9.50438724704348,9.44934885269481,10.0812041630141,9.95062894186365
R08,NLOS,45.47,101.283640213221,106.172393954,-4.88875374077874,1.52224722364031,1.93260892112809,-0.41036169748778,9.90125362835361,10.0050882034356,9.58007613651156,9.88745311872745,10.2693762357628,9.83607782943622,9.47129551278372,9.36790980675739
R09,NLOS,58.5,115.547356860845,121.813288206388,-6.26593134554315,8.20714073738583,14.221710036651,-6.01456929926518,17.1339186622255,17.0546194448649,20.1502887156052,18.8809424996777,27.2426488250956,26.733799638626,27.0488863468029,26.5267794030577
R10,NLOS,65.7,120.983156479242,125.319741861797,-4.33658538255501,11.4627610679934,19.9443222640246,-8.48156119603119,9.36784515955804,11.0482390831182,10.9463727480066,14.4507361433474,12.0541991653792,12.813158302147,12.8794109374733,12.2401953859245
R11,NLOS,18.3,112.915791924544,118.960910062654,-6.04511813810991,7.45684644114439,11.0018108296641,-3.54496438851974,17.1463253546977,19.9870557868916,22.4888475600239,23.3033763320885,18.1158667992657,16.9446891330339,16.5357987280027,16.5067946832674
R12,NLOS,20.8,105.233272012237,109.38444322645,-4.15117121421254,2.20373234791871,2.58144889833419,-0.377716550415478,9.63062563918232,8.82842459804593,8.93358930471542,9.53688976107058,9.42802726310261,9.08568833067655,8.92967551259265,8.86417699561996
