TX_RX_ID,Environment,TX_Power_dBm,PL_NYU_SUM_dB,PL_USC_perDelayMax_dB,Delta_PL_dB,DS_NYU_SUM_ns,DS_USC_perDelayMax_ns,Delta_DS_ns,ASA_NYU_10dB,ASA_NYU_15dB,ASA_NYU_20dB,ASA_USC,Delta_ASA_10dB,ASD_NYU_10dB,ASD_NYU_15dB,ASD_NYU_20dB,ASD_USC,Delta_ASD_10dB
T1-R1,LOS,-3.5,102.566444061604,103.458731388452,-0.892287326848589,7.78309051665834,7.94063583983833,-0.157545323179987,3.26465840306243,12.9910117343297,10.2341339302819,9.69895940000992,-6.4343009969475,3.26465840306254,12.8960216074678,10.3571032622597,8.51929581883109,-5.25463741576855
T1-R14,NLOS,-1.2,128.875971210874,130.802969283562,-1.92699807268775,13.0849144526896,12.4246227720739,0.660291680615712,55.9305859363749,59.2893528765605,57.6166763690105,56.4409151111768,-0.51032917480191,3.26465840306254,2.67943003849162,1.95580370242929,8.53773646251594e-07,3.26465754928889
T1-R16,NLOS,-1.2,126.645431821542,127.978971460723,-1.33353963918053,25.4788588861791,27.7902754058621,-2.31141651968305,50.7110794618279,45.9580417777157,44.3027688276299,44.3113540490812,6.39972541274676,3.26465840306254,2.67943003849162,3.92067382881874,2.41999282868236,0.844665574380175
T1-R18,NLOS,-1.2,136.132866820778,137.54333342541,-1.41046660463127,56.5347506454948,53.1230016449593,3.41174900053549,42.0121717828761,41.8823703486062,41.817867375237,41.8848856476871,0.12728613518906,9.25579682518511,8.94315471482089,8.72653905902096,8.43664131058,0.819155514605105
T1-R23,LOS,-1.5,110.791324304607,112.637104512971,-1.84578020836446,22.9327806906464,24.4121866978941,-1.47940600724767,52.050346052727,48.4085856477701,51.7116836152654,49.3733011800693,2.67704487265767,5.40713696907489,6.42072009549099,5.87642713643296,5.24318242653017,0.163954542544725
T1-R27,LOS,-1.87,104.398478405516,106.152105168518,-1.75362676300243,5.68920368616086,6.29724734427652,-0.608043658115667,3.26465840306254,3.6120229985509,3.09795385718735,5.78045798732623,-2.51579958426369,3.26465840306231,2.67943003849148,1.9558037024291,0.742717148965988,2.52194125409633
T1-R31,LOS,-1.87,105.035112384523,106.343712986596,-1.30860060207331,18.5410416646035,19.5728439629519,-1.03180229834842,3.26465840306243,4.15607409017624,3.56185714817149,10.7295949249368,-7.46493652187437,3.26465840306254,2.67943003849189,6.96419073824829,4.12909584675066,-0.86443744368812
T1-R5,LOS,-3.5,102.056248586194,103.073461013335,-1.01721242714116,3.32938790026733,3.00542319804645,0.323964702220889,3.26465840306243,3.23298869625101,2.86835000483972,11.1176361238748,-7.85297772081241,3.26465840306231,3.9260407041915,3.14953615571697,2.04032645840697,1.22433194465534
T1-R9,NLOS,-1.5,125.781868572736,126.888069552052,-1.10620097931645,22.0543202918172,21.1753582311031,0.878962060714041,74.151188589822,73.4795901826279,73.3114423582519,73.2263906059498,0.924797983872168,3.26465840306231,2.67943003849175,1.95580370242948,1.20741826972573e-06,3.26465719564405
T2-R1,LOS,-2,111.985165142486,113.523398709085,-1.53823356659834,35.6050276465972,30.3292893020094,5.27573834458778,3.26465840306243,3.80748611087604,5.11027273359422,13.0248052429426,-9.76014683988014,3.26465840306243,3.0343903823648,5.1657985790477,9.23718026192135,-5.97252185885892
T2-R35,LOS,-2,109.212854663632,110.737400641689,-1.52454597805783,28.1805202641063,31.4153203643748,-3.23480010026849,3.26465840306243,3.99712886611886,27.2328189040656,24.3688404150234,-21.1041820119609,3.26465840306243,3.25213636811555,7.45927486443621,6.627103762727,-3.36244535966458
T2-R36,LOS,-2,105.616232589714,106.725929300502,-1.10969671078824,19.8272982621884,19.7631035889771,0.0641946732112721,3.79817506558048,3.87130989123863,3.40166009893254,13.2493937858664,-9.45121872028594,3.26465840306243,3.29673779163431,3.43981713698013,4.19933687542916,-0.934678472366729
T3-R1,NLOS,-1.37,130.180173011003,132.890967705819,-2.71079469481603,16.240326476443,16.05114885065,0.189177625792983,12.6088324332942,12.5548814330877,12.3787821163549,12.1717971801901,0.437035253104121,6.65697851211535,6.05222640732256,5.77944954440567,5.49416645919068,1.16281205292467
T3-R35,LOS,-1.37,116.738162378012,118.756184194364,-2.01802181635206,27.2127894839868,26.3475070834174,0.865282400569484,13.4960311744881,12.4519792426358,12.4803627352277,13.0456409048065,0.450390269681543,25.1861328204955,22.9542450417079,22.2376367225494,21.7379174169861,3.44821540350942
T3-R36,LOS,-1.37,115.100017957471,116.997505681905,-1.89748772443453,10.538539963792,12.6787548703873,-2.14021490659525,3.26465840306243,3.77434985721203,3.23991098801211,7.8939846386636,-4.62932623560117,3.26465840306265,3.35752598311274,2.98119636160787,3.02676958034608,0.237888822716572
